"","state","newspaper_id","newspaper_name","frequency","city","county","owner_id","owner_name","owner_type","total_circulation","days_published"
"255","AZ",90192,"Marana News","W","Tucson","Pima",6034,"Tucson Local Media","Investment",0,1
"256","AZ",90177,"Navajo Hopi Observer","W","Flagstaff","Coconino",5767,"Western News and Info","Private",13782,1
"257","AZ",50447,"Tucson Weekly","W","Tucson","Pima",6034,"Tucson Local Media","Investment",38500,1
"258","AZ",50424,"Au-Authm Action News","W","Scottsdale","Maricopa",3691,"Salt River Pima-Maricopa Indian Community","Private",0,1
"259","AZ",50411,"Arizona Informant","W","Phoenix","Maricopa",1613,"Campbell Cloves C","Private",15000,7
"260","AZ",21571,"Sahuarita Sun","W","Green Valley","Pima",5813,"Wick Communications","Private",9201,1
"261","AZ",21414,"New Times","W","Phoenix","Maricopa",5632,"Voice Media Group","Private",80000,1
"262","AZ",21347,"Daily News-Sun","D","Sun City","Maricopa",3091,"Independent Newsmedia","Private",4079,6
"263","AZ",21066,"Camp Verde Bugle","W","Camp Verde","Yavapai",5767,"Western News and Info","Private",824,3
"264","AZ",20893,"Williams-Grand Canyon News","W","Williams","Coconino",5767,"Western News and Info","Private",3000,1
"265","AZ",20869,"White Mountain Independent","W","Show Low","Navajo",3378,"Kramer Publications","Private",11511,2
"266","AZ",20806,"West Valley View","W","Avondale","Maricopa",5761,"West Valley View Inc","Private",73876,1
"267","AZ",20500,"Town of Paradise Valley Independent","W","Phoenix","Maricopa",3091,"Independent Newsmedia","Private",7775,1
"268","AZ",20461,"Fountain Hill Times The","W","Fountain Hills","Maricopa",1965,"Cruikshank Alan","Private",5300,1
"269","AZ",20387,"Wickenburg Sun","W","Wickenburg","Maricopa",1468,"Brehm Communications","Private",7400,1
"270","AZ",20150,"Superior Sun The","W","Superior","Pinal",6058,"Copper Area News Publishers","Private",1123,1
"271","AZ",19820,"Payson Roundup","W","Payson","Gila",3378,"Kramer Publications","Private",5335,2
"272","AZ",19390,"Camp Verde Journal The","W","Camp Verde","Yavapai",3453,"Larson Newspapers","Private",2125,1
"273","AZ",19200,"Glendale Star","W","Glendale","Maricopa",4543,"Pueblo Publishers Inc.","Private",6520,1
"274","AZ",18538,"Sun City Independent","W","Sun City","Maricopa",3091,"Independent Newsmedia","Private",20839,1
"275","AZ",18209,"Sedona Red Rock News","W","Sedona","Yavapai",3453,"Larson Newspapers","Private",11927,2
"276","AZ",18156,"San Pedro Valley News-Sun","W","Benson","Cochise",5813,"Wick Communications","Private",1748,1
"277","AZ",18150,"San Manuel Miner","W","Kearny","Pinal",6058,"Copper Area News Publishers","Private",3346,1
"278","AZ",18146,"San Carlos Apache Moccasin","W","Globe","Gila",4121,"News Media Corporation","Private",1973,1
"279","AZ",17917,"Prescott Valley Tribune","W","Chino Valley","Yavapai",5767,"Western News and Info","Private",15520,1
"280","AZ",17789,"Peoria Times","W","Glendale","Maricopa",4543,"Pueblo Publishers Inc.","Private",4549,1
"281","AZ",17746,"Parker Pioneer","W","Parker","La Paz",5813,"Wick Communications","Private",2107,1
"282","AZ",17599,"Explorer","W","Tucson","Pima",6034,"Tucson Local Media","Investment",44313,1
"283","AZ",17572,"Scottsdale Independent","W","Phoenix","Maricopa",3091,"Independent Newsmedia","Private",15005,1
"284","AZ",17571,"Queen Creek/San Tan Valley Independent","W","Queen Creek","Maricopa",3091,"Independent Newsmedia","Private",15868,1
"285","AZ",17526,"Nogales International","W","Nogales","Santa Cruz",5813,"Wick Communications","Private",1648,2
"286","AZ",16899,"Lake Powell Chronicle","W","Page","Coconino",4121,"News Media Corporation","Private",2031,1
"287","AZ",16612,"Tribune-News The","W","Holbrook","Navajo",4068,"Navajo County Publishers Inc.","Private",4028,2
"288","AZ",16419,"Green Valley News & Sun","W","Green Valley","Pima",5813,"Wick Communications","Private",6562,3
"289","AZ",16183,"Florence Reminder & Blade-Tribune","W","Florence","Pinal",1651,"Casa Grande Valley Newspapers","Private",1631,1
"290","AZ",16086,"Eloy Enterprise","W","Eloy","Pinal",1651,"Casa Grande Valley Newspapers","Private",875,1
"291","AZ",16009,"Eastern Arizona Courier","W","Safford","Graham",5813,"Wick Communications","Private",4820,1
"292","AZ",15753,"Cottonwood Journal Extra","W","Cottonwood","Yavapai",3453,"Larson Newspapers","Private",9048,1
"293","AZ",15730,"Copper Era","W","Safford","Greenlee",5813,"Wick Communications","Private",1113,1
"294","AZ",15729,"Copper Country News","W","Globe","Gila",4121,"News Media Corporation","Private",19000,1
"295","AZ",15728,"Copper Basin News","W","Kearny","Pinal",6058,"Copper Area News Publishers","Private",2426,1
"296","AZ",15722,"Coolidge Examiner","W","Coolidge","Pinal",1651,"Casa Grande Valley Newspapers","Private",1943,1
"297","AZ",15573,"Chino Valley Review","W","Chino Valley","Yavapai",5767,"Western News and Info","Private",6742,1
"298","AZ",15333,"Buckeye Valley News","W","Buckeye","Maricopa",5533,"Turner Marlene","Private",11000,1
"299","AZ",15197,"Bisbee Observer","W","Bisbee","Cochise",5287,"Swan Laura","Private",2145,1
"300","AZ",15023,"Sun City West Independent","W","Sun City","Maricopa",3091,"Independent Newsmedia","Private",13355,1
"301","AZ",15011,"Arizona Silver Belt","W","Globe","Gila",4121,"News Media Corporation","Private",1800,1
"302","AZ",15010,"Arizona Range News","W","Sierra Vista","Cochise",5813,"Wick Communications","Private",1515,1
"303","AZ",14990,"Apache Junction Independent","W","Apache Junction","Pinal",3091,"Independent Newsmedia","Private",16338,1
"304","AZ",14917,"Ajo Copper News","W","Ajo","Pima",2024,"David Hollister","Private",2025,1
"305","AZ",14914,"Ahwatukee Foothills News","W","Tempe","Maricopa",6017,"Times Media Group","Private",27800,3
"306","AZ",14171,"Verde Independent","W","Cottonwood","Yavapai",5767,"Western News and Info","Private",2522,3
"307","AZ",13624,"Today's News-Herald","D","Lake Havasu City","Mohave",5813,"Wick Communications","Private",9507,7
"308","AZ",13245,"Sierra Vista Herald","D","Sierra Vista","Cochise",5813,"Wick Communications","Private",5358,7
"309","AZ",12897,"Daily Courier The","D","Prescott","Yavapai",5767,"Western News and Info","Private",12780,7
"310","AZ",12312,"Mohave Valley Daily News","D","Bullhead City","Mohave",1468,"Brehm Communications","Private",7742,6
"311","AZ",11862,"Kingman Daily Miner","D","Kingman","Mohave",5767,"Western News and Info","Private",7969,6
"312","AZ",11098,"East Valley Tribune","W","Tempe","Maricopa",6017,"Times Media Group","Private",96462,2
"313","AZ",10822,"Douglas Dispatch","W","Douglas","Cochise",5813,"Wick Communications","Private",1435,1
"314","AZ",10513,"Casa Grande Dispatch","D","Casa Grande","Pinal",1651,"Casa Grande Valley Newspapers","Private",7646,6
"315","AZ",10130,"Arizona Republic","D","Phoenix","Maricopa",2547,"Gannett","Public",210682,7
"316","AZ",10128,"Arizona Daily Sun","D","Flagstaff","Coconino",3484,"Lee Enterprises","Public",7612,6
"317","AZ",10126,"Arizona Daily Star","D","Tucson","Pima",3484,"Lee Enterprises","Public",65046,7
"318","CA",90673,"Camarillo Acorn","W","Camarillo","Ventura",4786,"J. Bee NP Publishing","Private",26628,1
"319","OK",90687,"Midwest City Beacon","W","Midwest City","Oklahoma",6218,"Mustang Times LLC","Private",1500,1
"320","TX",90691,"Jacksboro Herald-Gazette","W","Jacksboro","Jack",4021,"Moser Community Media","Private",1511,1
"321","TX",90690,"Double Mountain Chronicle","W","Rotan","Fisher",6219,"Rosemary Dunham","Private",1038,1
"322","VA",90694,"InsideNoVa/Prince William","W","Woodbridge","Prince William",1441,"Rappahannock Media LLC","Private",15065,1
"323","VA",90693,"InsideNoVa/North Stafford","W","Woodbridge","Prince William",1441,"Rappahannock Media LLC","Private",19832,1
"324","CA",90481,"Mercury News","D","San Jose","Santa Clara",2107,"Digital First Media","Investment",117329,1
"325","CA",90227,"East Bay Times","D","Walnut Creek","Contra Costa",2107,"Digital First Media","Investment",91951,1
"326","CA",90178,"San Diego Union-Tribune","D","San Diego","San Diego",6153,"Soon-Shiong, Patrick","Private",179104,7
"327","CA",90166,"Sierra Sun","W","Truckee","Nevada",5301,"Swift Newspapers","unknown",5852,2
"328","CA",90116,"El Mensajero","W","San Francisco","San Francisco",3086,"S.A. La Naci<U+FFFD>n (ImpreMedia)","unknown",103800,1
"329","CA",90115,"California Voice","W","San Francisco","San Francisco",5272,"Sun Reporter Publishing Co","unknown",38840,1
"330","CA",90111,"Dana Point News","W","Santa Ana","Orange",2107,"Digital First Media","Investment",3138,1
"331","CA",90026,"Solana Beach Sun","W","Solana Beach","San Diego",6153,"Soon-Shiong, Patrick","Private",4325,1
"332","CA",90024,"Los Angeles Wave - West Edition","W","Los Angeles","Los Angeles",3586,"Los Angeles Wave Publications Group","unknown",49900,1
"333","CA",90023,"Los Angeles Wave - Press","W","Los Angeles","Los Angeles",3586,"Los Angeles Wave Publications Group","unknown",2400,1
"334","CA",90022,"Los Angeles Wave - Northeast Edition","W","Los Angeles","Los Angeles",3586,"Los Angeles Wave Publications Group","unknown",3900,1
"335","CA",90021,"Los Angeles Wave - Lynnwood Press","W","Los Angeles","Los Angeles",3586,"Los Angeles Wave Publications Group","unknown",2900,1
"336","CA",90020,"Los Angeles Wave - Herald American","W","Los Angeles","Los Angeles",3586,"Los Angeles Wave Publications Group","unknown",3400,1
"337","CA",90019,"Los Angeles Wave - East Edition","W","Los Angeles","Los Angeles",3586,"Los Angeles Wave Publications Group","unknown",6900,1
"338","CA",90018,"Los Angeles Wave - Culver City Star","W","Los Angeles","Los Angeles",3586,"Los Angeles Wave Publications Group","unknown",4900,1
"339","CA",90017,"Los Angeles Independent","W","Los Angeles","Los Angeles",3586,"Los Angeles Wave Publications Group","unknown",17900,1
"340","CA",90013,"Redwood Times","W","Garberville","Humboldt",2107,"Digital First Media","Investment",4500,1
"341","CA",90012,"Encinitas Advocate","W","Solana Beach","San Diego",6153,"Soon-Shiong, Patrick","Private",17931,1
"342","CA",90011,"Berkeley Voice The","W","Richmond","Alameda",2107,"Digital First Media","Investment",7268,1
"343","CA",50987,"Weed Press","W","Mount Shasta","Siskiyou",2464,"New Media/GateHouse","Investment",2500,1
"344","CA",50979,"Lamorinda Sun","W","Walnut Creek","Contra Costa",3772,"McClatchy","Public",11010,1
"345","CA",50933,"Monterey County Weekly","W","Seaside","Monterey",1979,"Cushman, Erik","unknown",34058,1
"346","CA",50921,"North Bay Bohemian","W","Santa Rosa","Sonoma",4250,"Olson, Rosemary Mackay","unknown",25000,1
"347","CA",50918,"Santa Monica Daily Press","D","Santa Monica","Los Angeles",2528,"Furukawa, Ross","unknown",12087,6
"348","CA",50915,"Santa Maria Sun","W","Santa Maria","Santa Barbara",4784,"Rucker, Bob","unknown",16559,1
"349","CA",50912,"Metro Santa Cruz","W","Santa Cruz","Santa Cruz",5811,"Whizan, Debra","unknown",77715,1
"350","CA",50907,"Santa Barbara Independent","W","Santa Barbara","Santa Barbara",5979,"Cole, Joe","unknown",39235,1
"351","CA",50902,"Pacific Sun","W","San Rafael","Marin",2294,"Embarcadero Media","unknown",36000,1
"352","CA",50898,"San Mateo Daily Journal","D","San Mateo","San Mateo",3485,"Lee, Jerry","unknown",14800,6
"353","CA",50890,"Carlesbad Sun","W","San Marcos","San Diego",2107,"Digital First Media","Investment",28000,1
"354","CA",50887,"New Times","W","San Luis Obispo","San Luis Obispo",4784,"Rucker, Bob","unknown",35182,1
"355","CA",50883,"Metro","W","San Jose","Santa Clara",4550,"Pulcrano, Dan","unknown",77715,1
"356","CA",50880,"SF Weekly","W","San Francisco","San Francisco",1347,"Black Press Group","Private",68992,1
"357","CA",50875,"San Francisco Bay View","W","San Francisco","San Francisco",4597,"Ratcliff, Willie","unknown",20700,1
"358","CA",50872,"Metro Reporter","W","San Francisco","San Francisco",5676,"Ward, Amelia","unknown",111013,1
"359","CA",50865,"San Diego Voice and Viewpoint","W","San Diego","San Diego",5688,"Warren Communications","unknown",25000,1
"360","CA",50864,"San Diego Uptown News","W","San Diego","San Diego",4824,"San Diego Community Newspaper Group","unknown",22800,1
"361","CA",50862,"San Diego Reader","W","San Diego","San Diego",2990,"Holman, Jim","unknown",87223,1
"362","CA",50851,"San Bernandino American News The","W","Victorville","San Bernardino",2141,"Don Roberto Group Inc","unknown",4320.5,1
"363","CA",50850,"Precinct Reporter","W","San Bernardino","San Bernardino",4503,"Precinct Reporter Group","unknown",55000,1
"364","CA",50843,"Sacramento Observer","W","Sacramento","Sacramento",3490,"Lee, William H","unknown",50000,1
"365","CA",50842,"Sacramento News and Review","W","Sacramento","Sacramento",1708,"Chico Community Publishing Inc","unknown",77801,1
"366","CA",50829,"Black Voice News","W","Riverside","Riverside",1505,"Brown, Cheryl & Hardy","unknown",11810,1
"367","CA",50821,"Richmond Post","W","Oakland","Contra Costa",1780,"Cobbs Paul","unknown",2838,1
"368","CA",50798,"Pleasanton Weekly","W","Pleasanton","Alameda",2294,"Embarcadero Media","unknown",16000,1
"369","CA",50797,"Village Life","W","Placerville","El Dorado",3828,"McNaughton Newspapers","unknown",12000,1
"370","CA",50784,"Pasadena Journal-News","W","Pasadena","Los Angeles",3014,"Hopkins, Joe","unknown",7500,1
"371","CA",50780,"Palo Alto Weekly","W","Palo Alto","Santa Clara",2294,"Embarcadero Media","unknown",52849,1
"372","CA",50770,"Nuestra Gente","W","Ontario","San Bernardino",3103,"Inland Empire Community Newspapers","unknown",88000,1
"373","CA",50762,"Marin County Post","W","Oakland","Alameda",1780,"Cobbs Paul","unknown",616,1
"374","CA",50761,"East Bay Express","W","Oakland","Alameda",1800,"Colley, Jody","unknown",50000,1
"375","CA",50751,"American Canyon Eagle","W","Napa","Napa",3484,"Lee Enterprises","Public",6200,1
"376","CA",50695,"Los Angeles Sentinel","W","Los Angeles","Los Angeles",1203,"Bakewell, Danny","unknown",30675,1
"377","CA",50690,"LA Watts Times","W","Los Angeles","Los Angeles",4467,"Polk, Melanie","unknown",25450,1
"378","CA",50676,"Los Altos Town Crier","W","Los Altos","Santa Clara",4200,"Nyberg, Paul","unknown",15953,1
"379","CA",50649,"San Diego Suburban News","W","La Jolla","San Diego",4416,"Pfeiffer, Phyllis","unknown",54699,1
"380","CA",50639,"Log Newspaper The","W","Fountain Valley","Orange",2191,"Duncan McIntosh Co","unknown",40265,2
"381","CA",50634,"Imperial Beach Eagle and Times","W","Coronado","San Diego",2235,"Eckenroth Dean","unknown",7500,1
"382","CA",50629,"Imperial Valley Weekly","W","Holtville","Imperial",5499,"Tribune Publishing Co","unknown",12500,1
"383","CA",50621,"Easy Reader","W","Hermosa Beach","Los Angeles",2230,"Easy Reader Inc","unknown",27684,1
"384","CA",50594,"Clovis Independent","W","Fresno","Fresno",3772,"McClatchy","Public",13688,1
"385","CA",50593,"California Advocate","W","Fresno","Fresno",3328,"Kimber, Mark","unknown",33013,1
"386","CA",50580,"Mountain Echo","W","Fall River Mills","Shasta",1593,"Caldwell, Donna","unknown",3500,1
"387","CA",50576,"North Coast Journal","W","Eureka","Humboldt",5989,"North Coast Journal Weekly","unknown",20930,1
"388","CA",50564,"Adelante Valle","W","El Centro","Imperial",4982,"Shurz Communications Inc","unknown",9554,1
"389","CA",50561,"Dunsmuir News","W","Mount Shasta","Siskiyou",2464,"New Media/GateHouse","Investment",1800,1
"390","CA",50534,"Inland Empire Weekly","W","Corona","Riverside",5087,"Southland Publishing Inc.","unknown",30000,1
"391","CA",50530,"Compton Bulletin","W","Compton","Los Angeles",2652,"Grace-Kellogg, Lisa","unknown",75000,1
"392","CA",50515,"Chico News and Review","W","Chico","Butte",1708,"Chico Community Publishing Inc","unknown",40441,1
"393","CA",50511,"Desert Post Weekly","W","Palm Springs","Riverside",2547,"Gannett","Public",0,1
"394","CA",50481,"Bakersfield News Observer","W","Bakersfield","Kern",1798,"Coley, Ellen","unknown",32000,1
"395","CA",50465,"La Habra Star","W","Anaheim","Orange",2107,"Digital First Media","Investment",16004,1
"396","CA",50464,"Anaheim Hills News","W","Anaheim","Orange",2107,"Digital First Media","Investment",14143,1
"397","CA",50458,"Piedmonter","W","Alameda","Alameda",2107,"Digital First Media","Investment",4929,1
"398","CA",21510,"Victorville Post Express","W","Victorville","San Bernardino",5584,"Valley Wide Newspapers","unknown",4000,1
"399","CA",21509,"Adelanto Bulletin","W","Adelanto","San Bernardino",5584,"Valley Wide Newspapers","unknown",4000,1
"400","CA",21476,"El Dorado Hills Telegraph","W","Roseville","Sacramento",1468,"Brehm Communications","unknown",7997,1
"401","CA",21461,"Hoy Los Angeles","W","Los Angeles","Los Angeles",6153,"Soon-Shiong, Patrick","Private",114735,2
"402","CA",21456,"Santa Monica Observer","W","Santa Monica","Los Angeles",4842,"Santa Monica Media Company LLC","unknown",1e+05,1
"403","CA",21455,"San Fernando Valley Sun","W","San Fernando","Los Angeles",4825,"San Fernando Valley Sun Newspaper","unknown",10000,1
"404","CA",21454,"Blue Pacific News","W","Santa Monica","Los Angeles",1823,"Community Media Corp","unknown",10395,1
"405","CA",21453,"Culver City News","W","Culver City","Los Angeles",1823,"Community Media Corp","unknown",16500,1
"406","CA",21450,"Sentinel Weekly News","W","Corona","Riverside",2592,"GG Publications","unknown",11000,1
"407","CA",21417,"OC Weekly","W","Fountain Valley","Orange",2191,"Duncan McIntosh Co","unknown",64133,1
"408","CA",21413,"LA Weekly","W","Culver City","Los Angeles",5632,"Voice Media Group","Private",209605,1
"409","CA",21412,"Culver City Observer","W","Culver City","Los Angeles",1596,"California Community Newspapers","unknown",14405,2
"410","CA",21411,"Record Gazette","W","Banning","Riverside",1677,"Century Group Newspapers","unknown",19457,1
"411","CA",21410,"Valley Chronicle","W","Hemet","Riverside",1562,"Buskirk Eric","unknown",25181,1
